,Years,Data,size,articles
1400,2018-09,2019,1,Germany to have 1 million electric cars by 2022
1401,2018-09,2020,5,Massive boom hopes to corral Pacific Ocean's plastic trash<br>Lego-style solar panels to smash energy bills<br>Germany to have 1 million electric cars by 2022<br>Research forecasts US among top nations to suffer economic damage from climate change<br>Renewable energy on rise in resource-poor Jordan
1402,2018-09,2022,1,Machines will do more tasks than humans by 2025: WEF
1403,2018-09,2025,1,Machines will do more tasks than humans by 2025: WEF
1404,2018-09,2050,2,Going up! Japan to test mini 'space elevator'<br>Lego-style solar panels to smash energy bills
1405,2018-09,2118,1,Going up! Japan to test mini 'space elevator'
1406,2018-10,1856,1,Scientists discover technique for manipulating magnets at nanoscale
1407,2018-10,1942,1,Merging mathematical and physical models toward building a more perfect flying vehicle
1408,2018-10,1959,1,Scientists forge ahead with electron microscopy to build quantum materials atom by atom
1409,2018-10,1969,1,Lockheed Martin unveils its lunar lander concept vehicle
1410,2018-10,1972,1,Lockheed Martin unveils its lunar lander concept vehicle
1411,2018-10,1993,1,Computer theorists show path to verifying that quantum beats classical
1412,2018-10,1996,1,"Manufacturers adopt robots that help human workers, not replace them. For now"
1413,2018-10,2008,3,"A stabilizing influence enables lithium-sulfur battery evolution<br>Manufacturers adopt robots that help human workers, not replace them. For now<br>Your job might disappear, but don't blame artificial intelligence for that"
1414,2018-10,2011,2,First SpaceX mission with astronauts set for June 2019: NASA<br>Mouse pups with same-sex parents born in China using stem cells and gene editing
1415,2018-10,2012,2,AI tool automatically reveals how to write apps that drain less battery<br>CRISPR opens door to new type of medicine—'genome surgery'
1416,2018-10,2015,2,Climate goals mean Europe will overtake US in electric cars<br>EU lawmakers want to cut car emissions by 40 percent by 2030
1417,2018-10,2016,2,Novel design could help shed excess heat in next-generation fusion power plants<br>A stabilizing influence enables lithium-sulfur battery evolution
1418,2018-10,2017,3,Climate goals mean Europe will overtake US in electric cars<br>Breakthrough in accessing the tiny magnet within the core of a single atom<br>Tests show integrated quantum chip operations possible
1419,2018-10,2018,25,"Climate goals mean Europe will overtake US in electric cars<br>EU lawmakers want to cut car emissions by 40 percent by 2030<br>A new brain-inspired architecture could improve how computers handle data and advance AI<br>For collecting weather data, tiny satellites measure up to billion-dollar cousins<br>First SpaceX mission with astronauts set for June 2019: NASA<br>Team breaks exaop barrier with deep learning application<br>Novel design could help shed excess heat in next-generation fusion power plants<br>AI tool automatically reveals how to write apps that drain less battery<br>Humans delayed the onset of the Sahara desert by 500 years<br>The future of electronic devices: Strong and self-healing ion gels<br>Light switch: Scientists develop method to control nanoscale manipulation in high-powered microscopes<br>Graphene shows unique potential to exceed bandwidth demands of future telecommunications<br>Quantum computers tackle big data with machine learning<br>Hurricanes, hog manure and the dire need for carbon pricing<br>Study exposes security vulnerabilities in terahertz data links<br>Manufacturers adopt robots that help human workers, not replace them. For now<br>Study provides insight into how nanoparticles interact with biological systems<br>Breakthrough in accessing the tiny magnet within the core of a single atom<br>New algorithm can more quickly predict LED materials<br>Musk says LA Hyperloop tunnel to be unveiled December 10<br>Your job might disappear, but don't blame artificial intelligence for that<br>What if humans are no longer earth's most intelligent beings?<br>Computer theorists show path to verifying that quantum beats classical<br>Tests show integrated quantum chip operations possible<br>Researchers create scalable platform for on-chip quantum emitters"
1420,2018-10,2019,3,"Climate goals mean Europe will overtake US in electric cars<br>For collecting weather data, tiny satellites measure up to billion-dollar cousins<br>First SpaceX mission with astronauts set for June 2019: NASA"
1421,2018-10,2020,2,"Climate goals mean Europe will overtake US in electric cars<br>For collecting weather data, tiny satellites measure up to billion-dollar cousins"
1422,2018-10,2021,1,Climate goals mean Europe will overtake US in electric cars
1423,2018-10,2022,1,Tests show integrated quantum chip operations possible
1424,2018-10,2023,3,Climate goals mean Europe will overtake US in electric cars<br>Lockheed Martin unveils its lunar lander concept vehicle<br>Graphene shows unique potential to exceed bandwidth demands of future telecommunications
1425,2018-10,2024,1,Climate goals mean Europe will overtake US in electric cars
1426,2018-10,2025,1,"Manufacturers adopt robots that help human workers, not replace them. For now"
1427,2018-10,2026,1,Lockheed Martin unveils its lunar lander concept vehicle
1428,2018-10,2030,3,"Climate goals mean Europe will overtake US in electric cars<br>Manufacturers adopt robots that help human workers, not replace them. For now<br>What if humans are no longer earth's most intelligent beings?"
1429,2018-10,3482,1,Humans delayed the onset of the Sahara desert by 500 years
1430,2018-10,5982,1,Humans delayed the onset of the Sahara desert by 500 years
1431,2018-11,1851,1,Spotting nature's own evolution of quantum tricks could transform quantum technology
1432,2018-11,1918,1,Probing quantum physics on a macroscopic scale
1433,2018-11,2000,1,Graphene flickers at 400Hz in 2500ppi displays
1434,2018-11,2003,1,Next-generation technology is coming to a self-driving car near you
1435,2018-11,2009,1,Could 'Oumuamua be an extraterrestrial solar sail?
1436,2018-11,2011,1,"Development of a humanoid robot prototype, HRP-5P, capable of heavy labor"
1437,2018-11,2012,1,France to close 14 nuclear reactors by 2035: Macron
1438,2018-11,2017,3,"Scientists 'tame' some disruptive environmental effects on quantum computers<br>Could 'Oumuamua be an extraterrestrial solar sail?<br>Quantum computing at scale: Scientists achieve compact, sensitive qubit readout"
1439,2018-11,2018,20,"Scientists 'tame' some disruptive environmental effects on quantum computers<br>Could 'Oumuamua be an extraterrestrial solar sail?<br>Existing laser technology could be fashioned into Earth's 'porch light' to attract alien astronomers<br>Physicists create new, simpler-than-ever quantum 'hard drive for light'<br>'Bionic mushrooms' fuse nanotech, bacteria and fungi<br>Watching nanoparticle photoreactions<br>Quantum 'compass' could allow navigation without relying on satellites<br>A two-atom quantum duet<br>Graphene on the way to superconductivity<br>Detecting light in a different dimension<br>Scientists engineer a functional optical lens out of 2-D materials<br>Scientists combine graphene foam, epoxy into tough, conductive composite<br>Farm animals may soon get new features through gene editing<br>Error correction in the quantum world<br>Applying metamaterials to quantum optics paves the way for new interdisciplinary studies<br>Meet Michael, the supercomputer designed to accelerate UK research for EV batteries<br>Quantum sound waves to open doors for more powerful sensors<br>Quantum computing at scale: Scientists achieve compact, sensitive qubit readout<br>Sunlight can be used to eradicate pollutants in water<br>Scientists find a way to enhance the performance of quantum computers"
1440,2018-11,2019,2,Error correction in the quantum world<br>France to close 14 nuclear reactors by 2035: Macron
1441,2018-11,2020,2,France to close 14 nuclear reactors by 2035: Macron<br>Paving the way: An accelerator on a microchip
1442,2018-11,2021,1,France to close 14 nuclear reactors by 2035: Macron
1443,2018-11,2022,2,"Quantum computing at scale: Scientists achieve compact, sensitive qubit readout<br>France to close 14 nuclear reactors by 2035: Macron"
1444,2018-11,2030,1,France to close 14 nuclear reactors by 2035: Macron
1445,2018-11,2035,1,France to close 14 nuclear reactors by 2035: Macron
1446,2018-12,518,1,Bacteria found in ancient Irish soil halts growth of superbugs—new hope for tackling antibiotic resistance
1447,2018-12,1491,1,Scientists crack the CRISPR code for precise human genome editing
1448,2018-12,1948,1,New quantum materials could take computing devices beyond the semiconductor era
1449,2018-12,1958,1,Why artificial intelligence is likely to take more lives
1450,2018-12,1984,1,Is China's social credit system really the dystopian sci-fi scenario that many fear?
1451,2018-12,2001,1,New quantum materials could take computing devices beyond the semiconductor era
1452,2018-12,2008,1,New property revealed in graphene could lead to better performing solar panels
1453,2018-12,2009,1,Dual 8-bit breakthroughs bring AI to the edge
1454,2018-12,2010,1,New quantum materials could take computing devices beyond the semiconductor era
1455,2018-12,2011,1,Artificial intelligence meets materials science
1456,2018-12,2013,2,New quantum materials could take computing devices beyond the semiconductor era<br>Artificial intelligence meets materials science
1457,2018-12,2014,1,Is China's social credit system really the dystopian sci-fi scenario that many fear?
1458,2018-12,2015,1,"Globally, new solar power plants added almost 35% to new power generating capacity in 2017"
1459,2018-12,2016,4,ESA team blasts Intel's new AI chip with radiation at CERN<br>Mechanism for turning skin cells into blood stem cells uncovered<br>Artificial intelligence meets materials science<br>Satellite study proves global quantum communication will be possible
1460,2018-12,2017,4,"A radio search for artificial emissions from 'Oumuamua<br>Harnessing the power of 'spin orbit' coupling in silicon: Scaling up quantum computation<br>Globally, new solar power plants added almost 35% to new power generating capacity in 2017<br>Is China's social credit system really the dystopian sci-fi scenario that many fear?"
1461,2018-12,2018,14,"Big Brussels climate march marks COP24 start<br>New quantum materials could take computing devices beyond the semiconductor era<br>Dual 8-bit breakthroughs bring AI to the edge<br>Nanoscale tweezers can perform single-molecule 'biopsies' on individual cells<br>A radio search for artificial emissions from 'Oumuamua<br>Engineers invent groundbreaking spin-based memory device<br>Harnessing the power of 'spin orbit' coupling in silicon: Scaling up quantum computation<br>Why artificial intelligence is likely to take more lives<br>Switching to a home battery won't help save the world from climate change<br>Scientists design custom nanoparticles with new 'stencil' method<br>Globally, new solar power plants added almost 35% to new power generating capacity in 2017<br>Satellite study proves global quantum communication will be possible<br>Is China's social credit system really the dystopian sci-fi scenario that many fear?<br>Bacteria found in ancient Irish soil halts growth of superbugs—new hope for tackling antibiotic resistance"
1462,2018-12,2019,2,Big Brussels climate march marks COP24 start<br>A radio search for artificial emissions from 'Oumuamua
1463,2018-12,2020,2,"Globally, new solar power plants added almost 35% to new power generating capacity in 2017<br>Is China's social credit system really the dystopian sci-fi scenario that many fear?"
1464,2018-12,2022,1,Harnessing the power of 'spin orbit' coupling in silicon: Scaling up quantum computation
1465,2018-12,2023,1,"Globally, new solar power plants added almost 35% to new power generating capacity in 2017"
1466,2018-12,2025,1,"Globally, new solar power plants added almost 35% to new power generating capacity in 2017"
1467,2018-12,2030,1,"Globally, new solar power plants added almost 35% to new power generating capacity in 2017"
1468,2018-12,2050,2,"Globally, new solar power plants added almost 35% to new power generating capacity in 2017<br>Bacteria found in ancient Irish soil halts growth of superbugs—new hope for tackling antibiotic resistance"
1469,2018-12,2520,1,Amoeba finds approximate solutions to NP-hard problem in linear time
1470,2019-01,1979,1,Scientists discover new quantum spin liquid
1471,2019-01,1983,1,Scientists discover a process that stabilizes fusion plasmas
1472,2019-01,2005,1,An entangled atom-light state realizes a paradoxical thought experiment by Erwin Schrödinger
1473,2019-01,2011,1,The robots being readied to enter nuclear no-go zones
1474,2019-01,2015,2,Quantum scientists demonstrate world-first 3-D atomic-scale quantum chip architecture<br>Researchers pioneer microfluidics-enabled manufacturing of macroscopic graphene fibers
1475,2019-01,2016,1,Rotating black holes may serve as gentle portals for hyperspace travel
1476,2019-01,2017,3,Quantum scientists demonstrate world-first 3-D atomic-scale quantum chip architecture<br>Silicon as a new storage material for the batteries of the future<br>The robots being readied to enter nuclear no-go zones
1477,2019-01,2018,4,"Quantum scientists demonstrate world-first 3-D atomic-scale quantum chip architecture<br>New class of solar cells, using lead-free perovskite materials<br>Unlocking graphene's superconducting powers with a twist and a squeeze<br>Fast action: Novel device may rapidly control plasma disruptions in a fusion facility"
1478,2019-01,2019,9,"New materials could 'drive wound healing' by harnessing natural healing methods<br>Quantum scientists demonstrate world-first 3-D atomic-scale quantum chip architecture<br>Scientists discover a process that stabilizes fusion plasmas<br>An entangled atom-light state realizes a paradoxical thought experiment by Erwin Schrödinger<br>Breakthrough reported in fabricating nanochips<br>Unlocking graphene's superconducting powers with a twist and a squeeze<br>Fast action: Novel device may rapidly control plasma disruptions in a fusion facility<br>All-photonic quantum repeaters could lead to a faster, more secure global quantum internet<br>IBM launches commercial quantum computing – we're not ready for what comes next"
1479,2019-01,2025,1,Autonomous robot that interacts with humans using natural language and vision processing
1480,2019-02,1909,1,Controllable electron flow in quantum wires
1481,2019-02,1969,1,Richard Branson says he'll fly to space by July
1482,2019-02,2010,1,What alchemy and astrology can teach artificial intelligence researchers
1483,2019-02,2013,1,Skin wound regeneration with bioactive glass-gold nanoparticles ointment
1484,2019-02,2016,3,Controllable electron flow in quantum wires<br>For the love of technology! Sex robots and virtual reality<br>What alchemy and astrology can teach artificial intelligence researchers
1485,2019-02,2017,2,Scientists find new and smaller CRISPR gene editor: CasX<br>Skin wound regeneration with bioactive glass-gold nanoparticles ointment
1486,2019-02,2018,3,Richard Branson says he'll fly to space by July<br>Running an LED in reverse could cool future computers<br>What alchemy and astrology can teach artificial intelligence researchers
1487,2019-02,2019,10,Scientists 'hijack' open-access quantum computer to tease out quantum secrets<br>Much of the surface ocean will shift in color by end of 21st century: study<br>Scientists find new and smaller CRISPR gene editor: CasX<br>Richard Branson says he'll fly to space by July<br>Scientists develop first fabric to automatically cool or insulate depending on conditions<br>New phenomenon discovered that fixes a common problem in lasers: Wavelength splitting<br>Machine learning reveals hidden turtle pattern in quantum fireworks<br>Running an LED in reverse could cool future computers<br>New imaging technology captures movement of quantum particles with unprecedented resolution<br>A faster method to read quantum memory
1488,2019-02,2023,1,Richard Branson says he'll fly to space by July
1489,2019-02,2055,1,Much of the surface ocean will shift in color by end of 21st century: study
1490,2019-02,2100,1,Much of the surface ocean will shift in color by end of 21st century: study
1491,2019-02,3719,1,What alchemy and astrology can teach artificial intelligence researchers
1492,2019-03,1831,1,Matter waves and quantum splinters
1493,2019-03,1919,1,Listening to quantum radio
1494,2019-03,1950,1,Our misplaced fear of job-stealing robots
1495,2019-03,1964,1,"In the future, everyone might use quantum computers"
1496,2019-03,1989,1,What happened to the hyped nanomaterials?
1497,2019-03,1994,1,"In the future, everyone might use quantum computers"
1498,2019-03,2004,1,Strength in numbers for 3-D printing
1499,2019-03,2009,1,Renewable energy reduces the highest electric rates in the nation
1500,2019-03,2011,1,Semimetals are high conductors
1501,2019-03,2014,3,Nano-bio-computing lipid nanotablet<br>Team discovers double helix structure in synthetic macromolecule<br>Robo-journalism gains traction in shifting media landscape
1502,2019-03,2015,3,Robo-journalism gains traction in shifting media landscape<br>Cambridge spin-out starts producing graphene at commercial scale<br>Researchers measure quantum power increase in quantum boost engine for the first time
1503,2019-03,2016,4,"Team discovers double helix structure in synthetic macromolecule<br>Scientists take a deep dive into the imperfect world of 2-D materials<br>Renewable energy reduces the highest electric rates in the nation<br>In the future, everyone might use quantum computers"
1504,2019-03,2017,4,Startup scales up carbon nanotube membranes to make carbon-zero fuels for less than fossil fuels<br>Renewable energy reduces the highest electric rates in the nation<br>Nanocrystal 'factory' could revolutionize quantum dot manufacturing<br>Two new planets discovered using artificial intelligence
1505,2019-03,2018,10,"Scientists find method to boost CRISPR efficiency<br>These robots are small, shape-shifting, and they adapt to their surroundings<br>Startup scales up carbon nanotube membranes to make carbon-zero fuels for less than fossil fuels<br>Robo-journalism gains traction in shifting media landscape<br>Cambridge spin-out starts producing graphene at commercial scale<br>Gene-edited food quietly arrives in restaurant cooking oil<br>Physicists reverse time using quantum computer<br>Renewable energy reduces the highest electric rates in the nation<br>Two new planets discovered using artificial intelligence<br>Modified deep-learning algorithms unveil features of shape-shifting proteins"
1506,2019-03,2019,17,"What happened to the hyped nanomaterials?<br>Electrical signals kick off flatworm regeneration<br>Scientists identify gene partnerships that promote spinal cord regeneration<br>These robots are small, shape-shifting, and they adapt to their surroundings<br>Listening to quantum radio<br>Robo-journalism gains traction in shifting media landscape<br>Our misplaced fear of job-stealing robots<br>Face recognition technology in classrooms is here – and that's OK<br>Australian climate tool identifies end of winter by 2050<br>Light provides control for 3-D printing with multiple materials<br>Gene-edited food quietly arrives in restaurant cooking oil<br>Researchers put machine learning on path to quantum advantage<br>Renewable energy reduces the highest electric rates in the nation<br>New CRISPR-powered device detects genetic mutations in minutes<br>Matter waves and quantum splinters<br>In the future, everyone might use quantum computers<br>NASA's Mars helicopter completes flight tests"
1507,2019-03,2020,3,Scientists find method to boost CRISPR efficiency<br>Face recognition technology in classrooms is here – and that's OK<br>NASA's Mars helicopter completes flight tests
1508,2019-03,2021,1,NASA's Mars helicopter completes flight tests
1509,2019-03,2030,1,Renewable energy reduces the highest electric rates in the nation
1510,2019-03,2049,1,Our misplaced fear of job-stealing robots
1511,2019-03,2050,2,Our misplaced fear of job-stealing robots<br>Australian climate tool identifies end of winter by 2050
1512,2019-04,1012,1,"Artificial intelligence speeds efforts to develop clean, virtually limitless fusion energy"
1513,2019-04,1492,1,The US white majority will soon disappear forever
1514,2019-04,1620,1,The US white majority will soon disappear forever
1515,2019-04,1776,1,The US white majority will soon disappear forever
1516,2019-04,1920,1,The US white majority will soon disappear forever
1517,2019-04,1930,1,The US white majority will soon disappear forever
1518,2019-04,1935,1,"Travel through wormholes is possible, but slow"
1519,2019-04,1950,1,The US white majority will soon disappear forever
1520,2019-04,1957,1,"Travel through wormholes is possible, but slow"
1521,2019-04,2007,1,MIT and NASA engineers demonstrate a new kind of airplane wing
1522,2019-04,2010,1,The US white majority will soon disappear forever
1523,2019-04,2012,2,MIT and NASA engineers demonstrate a new kind of airplane wing<br>Curiosity tastes first sample in 'clay-bearing unit'
1524,2019-04,2014,1,Almost half of World Heritage sites could lose their glaciers by 2100
1525,2019-04,2015,3,"Costa Rica bets on ending fossil fuel use by 2050<br>To save life on Earth, here's the $100 billion-a-year solution<br>The US white majority will soon disappear forever"
1526,2019-04,2016,1,The US white majority will soon disappear forever
1527,2019-04,2017,3,"China to build moon station in 'about 10 years'<br>China's quest for clean, limitless energy heats up<br>Almost half of World Heritage sites could lose their glaciers by 2100"
1528,2019-04,2018,4,"MIT and NASA engineers demonstrate a new kind of airplane wing<br>To save life on Earth, here's the $100 billion-a-year solution<br>China's quest for clean, limitless energy heats up<br>The US white majority will soon disappear forever"
1529,2019-04,2019,14,"MIT and NASA engineers demonstrate a new kind of airplane wing<br>Artificial intelligence automatically detects disturbances in power supply grids<br>Bacterial factories could manufacture high-performance proteins for space missions<br>'Molecular surgery' reshapes living tissue with electricity but no incisions<br>Curiosity tastes first sample in 'clay-bearing unit'<br>The discrete-time physics hiding inside our continuous-time world<br>Travel through wormholes is possible, but slow<br>Artificial intelligence speeds efforts to develop clean, virtually limitless fusion energy<br>Future hypersonics could be artificially intelligent<br>Costa Rica bets on ending fossil fuel use by 2050<br>Scientists create first billion-atom biomolecular simulation<br>To save life on Earth, here's the $100 billion-a-year solution<br>China to build moon station in 'about 10 years'<br>The US white majority will soon disappear forever"
1530,2019-04,2020,2,China to build moon station in 'about 10 years'<br>The US white majority will soon disappear forever
1531,2019-04,2022,1,China to build moon station in 'about 10 years'
1532,2019-04,2024,1,China to build moon station in 'about 10 years'
1533,2019-04,2030,1,"To save life on Earth, here's the $100 billion-a-year solution"
1534,2019-04,2035,1,Costa Rica bets on ending fossil fuel use by 2050
1535,2019-04,2040,1,The US white majority will soon disappear forever
1536,2019-04,2044,1,The US white majority will soon disappear forever
1537,2019-04,2050,2,Costa Rica bets on ending fossil fuel use by 2050<br>The US white majority will soon disappear forever
1538,2019-04,2100,1,Almost half of World Heritage sites could lose their glaciers by 2100
1539,2019-05,1816,1,"Artificial intelligence, the future of work, and inequality"
1540,2019-05,1930,1,"Artificial intelligence, the future of work, and inequality"
1541,2019-05,1948,1,"Artificial intelligence, the future of work, and inequality"
1542,2019-05,1989,1,"Artificial intelligence, the future of work, and inequality"
1543,2019-05,2000,1,"Artificial intelligence, the future of work, and inequality"
1544,2019-05,2007,2,"New water cycle on Mars discovered<br>Artificial intelligence, the future of work, and inequality"
1545,2019-05,2008,1,"When the machines come for government jobs, will efficiency crush equity?"
1546,2019-05,2012,1,"When the machines come for government jobs, will efficiency crush equity?"
1547,2019-05,2014,2,"Laser technique could unlock use of tough material for next-generation electronics<br>Artificial intelligence, the future of work, and inequality"
1548,2019-05,2015,3,"Quantum world-first—researchers reveal accuracy of two-qubit calculations in silicon<br>Gas insulation could be protecting an ocean inside Pluto<br>Artificial intelligence, the future of work, and inequality"
1549,2019-05,2016,4,"Study explores the use of robots and artificial intelligence to understand the deep-sea<br>Electron microscope detector achieves record resolution<br>Army project develops agile scouting robots<br>Artificial intelligence, the future of work, and inequality"
1550,2019-05,2017,5,"When the machines come for government jobs, will efficiency crush equity?<br>Setting a precedent in the use of artificial intelligence<br>Electron microscope detector achieves record resolution<br>What artificial intelligence can teach us about proteins<br>Researchers break quantum limit in the precision of force and position measurements"
1551,2019-05,2018,5,New water cycle on Mars discovered<br>Electron microscope detector achieves record resolution<br>Researchers outline vision for profitable climate change solution<br>Gas insulation could be protecting an ocean inside Pluto<br>Scientists break record for highest-temperature superconductor
1552,2019-05,2019,16,"New space race to bring satellite internet to the world<br>When the machines come for government jobs, will efficiency crush equity?<br>New water cycle on Mars discovered<br>Quantum world-first—researchers reveal accuracy of two-qubit calculations in silicon<br>Research team leads the way in a green chemistry breakthrough for renewables<br>After the Moon, people on Mars by 2033... or 2060<br>Researchers outline vision for profitable climate change solution<br>Colliding lasers double the energy of proton beams<br>Scientists uncover exotic matter in the sun's atmosphere<br>'Submarines' small enough to deliver medicine inside human body<br>Scientists revisit the cold case of cold fusion<br>Researchers break quantum limit in the precision of force and position measurements<br>Secure metropolitan quantum networks move a step closer<br>Army project develops agile scouting robots<br>Laser technique could unlock use of tough material for next-generation electronics<br>Physicists 'teleport' logic operation between separated ions"
1553,2019-05,2021,1,New space race to bring satellite internet to the world
1554,2019-05,2024,1,"After the Moon, people on Mars by 2033... or 2060"
1555,2019-05,2027,1,"After the Moon, people on Mars by 2033... or 2060"
1556,2019-05,2033,1,"After the Moon, people on Mars by 2033... or 2060"
1557,2019-05,2037,1,"After the Moon, people on Mars by 2033... or 2060"
1558,2019-05,2039,1,"After the Moon, people on Mars by 2033... or 2060"
1559,2019-06,1018,1,A quantum simulation of Unruh radiation
1560,2019-06,1816,1,"Artificial intelligence, the future of work, and inequality"
1561,2019-06,1909,1,Mysterious Majorana quasiparticle is now closer to being controlled for quantum computing
1562,2019-06,1919,2,Physicists can predict the jumps of Schrodinger's cat (and finally save it)<br>Climate warming could increase malaria risk in cooler regions
1563,2019-06,1928,1,Mysterious Majorana quasiparticle is now closer to being controlled for quantum computing
1564,2019-06,1930,1,"Artificial intelligence, the future of work, and inequality"
1565,2019-06,1937,1,Mysterious Majorana quasiparticle is now closer to being controlled for quantum computing
1566,2019-06,1948,1,"Artificial intelligence, the future of work, and inequality"
1567,2019-06,1974,1,A quantum simulation of Unruh radiation
1568,2019-06,1975,1,Most-detailed-ever simulations of black hole solve longstanding mystery
1569,2019-06,1976,1,A quantum simulation of Unruh radiation
1570,2019-06,1989,1,"Artificial intelligence, the future of work, and inequality"
1571,2019-06,1999,1,China conducts first sea-based space rocket launch
1572,2019-06,2000,1,"Artificial intelligence, the future of work, and inequality"
1573,2019-06,2003,1,China conducts first sea-based space rocket launch
1574,2019-06,2006,1,Optimal quantum computation linked to gravity
1575,2019-06,2007,2,"Artificial intelligence, the future of work, and inequality<br>3-D magnetic interactions could lead to new forms of computing"
1576,2019-06,2012,2,Engineers boost output of solar desalination system by 50%<br>New material shows high potential for quantum computing
1577,2019-06,2013,1,NASA plans to send equipment to Moon from 2020
1578,2019-06,2014,3,"Artificial intelligence, the future of work, and inequality<br>China conducts first sea-based space rocket launch<br>Mysterious Majorana quasiparticle is now closer to being controlled for quantum computing"
1579,2019-06,2015,3,"Artificial intelligence, the future of work, and inequality<br>GE lost billions by 'misjudging' renewables: report<br>Research group finds way to turn plastic waste products into jet fuel"
1580,2019-06,2016,3,"Artificial intelligence, the future of work, and inequality<br>GE lost billions by 'misjudging' renewables: report<br>New material shows high potential for quantum computing"
1581,2019-06,2017,2,A quantum simulation of Unruh radiation<br>Mysterious Majorana quasiparticle is now closer to being controlled for quantum computing
1582,2019-06,2018,3,GE lost billions by 'misjudging' renewables: report<br>Alternative meat seen as potentially juicy business<br>Experts: Spy used AI-generated face to connect with targets
1583,2019-06,2019,18,"NASA plans to send equipment to Moon from 2020<br>Physicists can predict the jumps of Schrodinger's cat (and finally save it)<br>3-D magnetic interactions could lead to new forms of computing<br>China conducts first sea-based space rocket launch<br>Quantum supremacy and its efficient certification difficult to achieve simultaneously<br>GE lost billions by 'misjudging' renewables: report<br>Alternative meat seen as potentially juicy business<br>Scientists discover gene that could help us grow crops faster<br>Mysterious Majorana quasiparticle is now closer to being controlled for quantum computing<br>Engineers boost output of solar desalination system by 50%<br>Surveillance cameras will soon be unrecognizable<br>Machine learning unlocks mysteries of quantum physics<br>Abundance of gases in Enceladus's ocean are a potential fuel—if life is there to consume it<br>Experts: Spy used AI-generated face to connect with targets<br>The first AI universe sim is fast and accurate—and its creators don't know how it works<br>Britain adopts 2050 net zero emissions target<br>Virtual reality faces—animating precise, lifelike avatars for VR in real-time<br>Climate warming could increase malaria risk in cooler regions"
1584,2019-06,2020,3,NASA plans to send equipment to Moon from 2020<br>Most-detailed-ever simulations of black hole solve longstanding mystery<br>A quantum simulation of Unruh radiation
1585,2019-06,2021,1,NASA plans to send equipment to Moon from 2020
1586,2019-06,2024,1,NASA plans to send equipment to Moon from 2020
1587,2019-06,2030,1,Ireland to ban sales of new petrol and diesel cars by 2030
1588,2019-06,2035,1,Britain adopts 2050 net zero emissions target
1589,2019-06,2050,2,Ireland to ban sales of new petrol and diesel cars by 2030<br>Britain adopts 2050 net zero emissions target
1590,2019-07,1976,1,Rise of the robots: Coming to a first-year Intro to Journalism class near you
1591,2019-07,1982,1,Insect apocalypse: German bug watchers sound alarm
1592,2019-07,1994,1,Insect apocalypse: German bug watchers sound alarm
1593,2019-07,2004,2,The mission of a lifetime: a drone on Titan in 2034 (Update)<br>Producing graphene from carbon dioxide
1594,2019-07,2010,2,"New technique lets researchers make thousands of nanowires, capable of recording intracellular signals, at the same time<br>Producing graphene from carbon dioxide"
1595,2019-07,2011,2,Insect apocalypse: German bug watchers sound alarm<br>New study suggests seaweed influx will continue in Florida
1596,2019-07,2013,1,New study suggests seaweed influx will continue in Florida
1597,2019-07,2016,1,Seeing clearly: Revised computer code accurately models an instability in fusion plasmas
1598,2019-07,2017,1,New twist in the race to replace the graphite anode for better rechargeable batteries
1599,2019-07,2018,5,"Rise of the robots: Coming to a first-year Intro to Journalism class near you<br>Automated forklifts elevate firms' profit hopes<br>11% of destroyed moist tropical forests could be restored to boost climate, environment<br>Silica aerogel could make Mars habitable<br>France to develop anti-satellite laser weapons: minister"
1600,2019-07,2019,17,"Rise of the robots: Coming to a first-year Intro to Journalism class near you<br>Insect apocalypse: German bug watchers sound alarm<br>Automated forklifts elevate firms' profit hopes<br>11% of destroyed moist tropical forests could be restored to boost climate, environment<br>Portable polarization-sensitive camera could be used in machine vision, autonomous vehicles, security and more<br>Scientists combine light and matter to make particles with new behaviors<br>Scientists capture images of gene-editing enzymes in action<br>New twist in the race to replace the graphite anode for better rechargeable batteries<br>Instability in Antarctic ice projected to make sea level rise rapidly<br>Physicists' finding could revolutionize information transmission<br>Using artificial intelligence to detect discrimination<br>The habitability of Titan and its ocean<br>Silica aerogel could make Mars habitable<br>Physicists create record-setting quantum motion<br>Researchers lead breakthrough in quantum computing<br>France to develop anti-satellite laser weapons: minister<br>Scientists discover material that can make solar cells more efficient"
1601,2019-07,2020,2,Building trust in artificial intelligence<br>Supercomputer shows 'Chameleon Theory' could change how we think about gravity
1602,2019-07,2023,2,Automated forklifts elevate firms' profit hopes<br>The habitability of Titan and its ocean
1603,2019-07,2025,1,France to develop anti-satellite laser weapons: minister
1604,2019-07,2026,1,The mission of a lifetime: a drone on Titan in 2034 (Update)
1605,2019-07,2028,1,"New technique lets researchers make thousands of nanowires, capable of recording intracellular signals, at the same time"
1606,2019-07,2030,3,Building trust in artificial intelligence<br>France to develop anti-satellite laser weapons: minister<br>Phosphate shortage: The dwindling resource required to grow food
1607,2019-07,2034,1,The mission of a lifetime: a drone on Titan in 2034 (Update)
1608,2019-07,2119,1,Instability in Antarctic ice projected to make sea level rise rapidly
1609,2019-08,1900,1,"The positives of climate change? Research shows agricultural, economic possibilities"
1610,2019-08,1911,1,'Electron pairing' found well above superconductor's critical temperature
1611,2019-08,1920,1,Climate change is altering winter precipitation across the Northern Hemisphere
1612,2019-08,1957,1,'Electron pairing' found well above superconductor's critical temperature
